review_id,source_url,lecture_id,course_name,professor,semester,rating,raw_review_text,workload_label,teamwork_load_label,grading_strictness_label
42277-041,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,A+을 받았으나 사실 누가누가 족보 잘 외웠냐로 시험 점수가 거의 결정되서 이 과목에 대해 뭘 안다고 말할 수가 없네요 학점 따기는 비교적 수월하지만 남는게 없는 듯 합니다,,,
42277-042,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,수업을 들어도 혼자 공부할 시간이 깁니다. 수업은 거의 교안을 보고 따라 읽으시는데 배우는 내용에 의미부여를 특별히 해주지 않으셔서 그걸 제가 결국 혼자 다 해야하는...,,,
42277-043,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,학점은 잘 주시는 것 같지만... 좋은 학점을 받아도 지식으로 남는게 없는 강의 학점만 딸 생각이시면 괜찮은 강의인듯 족보에서 80퍼는 나와서 족보는 꼭 필요한 수업,,,
42277-044,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,.... 비반제로 탈출 하고 싶어지는 강의.. 족보 무조건 필수..ㅎㅎ (교수님은 정말 착하시다),,,
42277-045,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,2,"족보로 시작, 족보로 끝 학점만 딸거라면야 뭐 괜찮은 듯",,,
42277-046,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,수업만으로 공부하기에는 무리가 있고 수업을듣고 따로 독학을 해야합니다,,,
42277-047,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,"강의력과 교안이 그렇게 좋으시지는 않는데 수업다듣고, 과제로 내준 문제 직접풀고 해이킨2판역본읽고 유뷰트에 혁펜하임 영상도 참고하고 하면 어떻게 배워지긴 하더라.",,,
42277-048,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,22년 1학기 수강자,3,이번 학기에 듣고 있는데 강의력은 조금 아쉽네요 혼자 독학하는걸 추천드려요,,,
42277-049,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,21년 1학기 수강자,4,강의듣고 공부하기보다 독학이 편합니다.. 대신 시험은 족보에서 다 나와요,,,
42277-050,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,21년 1학기 수강자,5,공부+족보면 무난한 에이플가능함 과제문제가 많긴한데 한학기에 4번정도 있었음,,,
42277-051,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,21년 1학기 수강자,5,한국 힙합의 한 획을 그을만한 멈블랩 장인. 23년간 겪던 기면증을 치료해주신 민간 치료의 살아있는 거장. 수업듣기가 매우 힘들긴 한데 교수님이 착하시고 학점은 잘주심. 과제는 정성을 평가하시므로 열심히 풀었다 하는 티만 내주시고 답은 틀려도 괜찮아요. 시험칠때 족보는 꼭 보고 시험 들어가세요,,,
42277-052,https://everytime.kr/lecture/view/42277,42277,신호및시스템,신지태,21년 1학기 수강자,3,"족보를 봤어야 했는데... 외워야 할 공식들은 기말엔 한 페이지 분량으로 제공을 해줬으니 부담이 없었고, 다들 족보를 봐서 그런지는 모르지만 평균이 생각보다 높아서 족보 안 보고 B...",,,
