course_id,academic_year,semester,department,course_name,section,professor,credits,core,category,time_slot,campus,classroom,capacity,source,rating,workload_label,teamwork_load_label,grading_strictness_label
ICE2001,2026,1,소프트웨어학과,논리회로,42,박종구,3,false,전공심화,Mon 09:00-10:15;Wed 10:30-11:45,자연과학캠퍼스,36201,,SKKU kingoinfo 학사-전공과목,4.28,2.12,2.8,3.96
ICE2001,2026,1,소프트웨어학과,논리회로,43,박형원,3,false,전공심화,Tue 10:30-11:45,자연과학캠퍼스,330118,,SKKU kingoinfo 학사-전공과목,4.49,3.59,3.14,3.3
ICE2001,2026,1,소프트웨어학과,논리회로,44,박형원,3,false,전공심화,Wed 10:30-11:45,자연과학캠퍼스,36203,,SKKU kingoinfo 학사-전공과목,4.49,3.59,3.14,3.3
ICE2001,2026,1,소프트웨어학과,논리회로,45,전종욱,3,false,전공심화,Wed 10:30-11:45,자연과학캠퍼스,400126,,SKKU kingoinfo 학사-전공과목,3.68,3.69,5.0,3.55
ICE2001,2026,1,소프트웨어학과,논리회로,46,박종구,3,false,전공심화,Mon 10:30-11:45;Wed 09:00-10:15,자연과학캠퍼스,36201,,SKKU kingoinfo 학사-전공과목,4.28,2.12,2.8,3.96
ICE2001,2026,1,소프트웨어학과,논리회로,47,이윤명,3,false,전공심화,Tue 15:00-16:15,자연과학캠퍼스,400126,,SKKU kingoinfo 학사-전공과목,4.63,2.52,5.0,3.94
ICE2005,2026,1,소프트웨어학과,논리회로설계실험,41,박준은,2,false,실험실습,Mon 18:00-18:50;Mon 19:00-19:50;Mon 20:00-20:50;Mon 21:00-21:45,자연과학캠퍼스,22202,,SKKU kingoinfo 학사-전공과목,4.28,2.28,2.36,3.93
ICE2005,2026,1,소프트웨어학과,논리회로설계실험,43,전일용,2,false,실험실습,Tue 21:00-21:45;Wed 18:00-18:50;Wed 19:00-19:50;Wed 20:00-20:50,자연과학캠퍼스,22202,,SKKU kingoinfo 학사-전공과목,4.2,2.02,2.38,4.4
ICE2005,2026,1,소프트웨어학과,논리회로설계실험,44,김율화,2,false,실험실습,Thu 18:00-18:50;Thu 19:00-19:50;Thu 20:00-20:50;Thu 21:00-21:45,자연과학캠퍼스,22202,,SKKU kingoinfo 학사-전공과목,4.5,1.56,4.22,4.0
ICE2005,2026,1,소프트웨어학과,논리회로설계실험,45,김율화,2,false,실험실습,Mon 18:00-18:50;Mon 19:00-19:50;Mon 20:00-20:50;Mon 21:00-21:45,자연과학캠퍼스,400126;400213,,SKKU kingoinfo 학사-전공과목,4.5,1.56,4.22,4.0
ICE2005,2026,1,소프트웨어학과,논리회로설계실험,46,박정우,2,false,실험실습,Tue 18:00-18:50;Tue 19:00-19:50;Tue 20:00-20:50;Tue 21:00-21:45,자연과학캠퍼스,400126;400213,,SKKU kingoinfo 학사-전공과목,4.71,3.0,3.0,3.0
ICE2005,2026,1,소프트웨어학과,논리회로설계실험,47,박정우,2,false,실험실습,Wed 18:00-18:50;Wed 19:00-19:50;Wed 20:00-20:50;Wed 21:00-21:45,자연과학캠퍼스,400126;400213,,SKKU kingoinfo 학사-전공과목,4.71,3.0,3.0,3.0
ICE3001,2026,1,소프트웨어학과,마이크로프로세서,41,비탈리파노프,3,false,전공심화,Tue 15:00-16:15;Thu 16:30-17:45,자연과학캠퍼스,22409,,SKKU kingoinfo 학사-전공과목,3.88,3.75,4.76,4.38
ICE3001,2026,1,소프트웨어학과,마이크로프로세서,42,전재욱,3,false,전공심화,Mon 16:30-17:45,자연과학캠퍼스,400118,,SKKU kingoinfo 학사-전공과목,4.01,1.38,4.68,3.4
ICE3024,2026,1,소프트웨어학과,디지털시스템,41,임완수,3,false,전공심화,Fri 09:00-10:15;Fri 10:30-11:45,자연과학캠퍼스,22203,,SKKU kingoinfo 학사-전공과목,4.55,2.12,4.98,4.34
ICE3029,2026,1,소프트웨어학과,마이크로프로세서실험,41,전재욱,2,false,실험실습,Mon 18:00-18:50;Mon 19:00-19:50;Mon 20:00-20:50;Mon 21:00-21:45,자연과학캠퍼스,330102,,SKKU kingoinfo 학사-전공과목,4.31,1.82,4.9,3.77
ICE3037,2026,1,소프트웨어학과,종합설계프로젝트,41,유현승,3,false,전공심화,Mon 18:00-19:15;Mon 19:30-20:45,자연과학캠퍼스,23529,,SKKU kingoinfo 학사-전공과목,3.0,3.0,3.0,3.0
ICE3037,2026,1,소프트웨어학과,종합설계프로젝트,43,정조운,3,false,전공심화,Wed 18:00-19:15;Wed 19:30-20:45,자연과학캠퍼스,23529,,SKKU kingoinfo 학사-전공과목,4.5,3.0,3.0,3.0
ICE3037,2026,1,소프트웨어학과,종합설계프로젝트,44,최창순,3,false,전공심화,Thu 18:00-19:15;Thu 19:30-20:45,자연과학캠퍼스,22003,,SKKU kingoinfo 학사-전공과목,3.0,3.0,3.0,3.0
ICE3037,2026,1,소프트웨어학과,종합설계프로젝트,45,임완수,3,false,전공심화,Tue 18:00-19:15;Tue 19:30-20:45,자연과학캠퍼스,23529,,SKKU kingoinfo 학사-전공과목,3.0,3.0,3.0,3.0
ICE3037,2026,1,소프트웨어학과,종합설계프로젝트,46,유재천,3,false,전공심화,Fri 12:00-13:15;Fri 13:30-14:45,자연과학캠퍼스,23529,,SKKU kingoinfo 학사-전공과목,4.16,3.75,2.0,3.92
ICE3043,2026,1,소프트웨어학과,스마트카공학개론,41,전재욱,3,false,전공심화,Fri 09:00-10:15;Fri 10:30-11:45,자연과학캠퍼스,400126,,SKKU kingoinfo 학사-전공과목,3.78,3.72,4.82,3.66
ICE3045,2026,1,소프트웨어학과,기계학습개론,41,전재욱,3,false,전공심화,Tue 10:30-11:45,자연과학캠퍼스,400126,,SKKU kingoinfo 학사-전공과목,3.68,2.49,4.86,3.56
ICE3045,2026,1,소프트웨어학과,기계학습개론,42,권민혜,3,false,전공심화,Tue 12:00-13:15;Thu 13:30-14:45,자연과학캠퍼스,22410,,SKKU kingoinfo 학사-전공과목,3.44,3.78,4.78,3.34
ICE3051,2026,1,소프트웨어학과,자율주행캡스톤디자인,41,전재욱,3,false,전공심화,Fri 15:00-16:15;Fri 16:30-17:45,자연과학캠퍼스,330102,,SKKU kingoinfo 학사-전공과목,4.8,3.0,1.54,4.46
ISW3002,2026,1,소프트웨어학과,시계열데이터처리개론,41,심규홍,3,false,전공심화,Mon 09:00-10:15;Wed 10:30-11:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.85,4.7,5.0,4.07
ISW3003,2026,1,소프트웨어학과,오픈소스AI실습,41,심규홍,2,false,실험실습,Wed 18:00-18:50;Wed 19:00-19:50;Wed 20:00-20:50;Wed 21:00-21:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,5.0,3.0,3.0,3.0
ISW3004,2026,1,소프트웨어학과,인공지능윤리,41,박진영,3,false,전공심화,Wed 13:30-14:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,1.0,3.0,3.0,3.0
ISW3005,2026,1,소프트웨어학과,확률그래프모델,41,박호건,3,false,전공심화,Wed 16:30-17:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.0,3.0,3.0,3.0
ISW3007,2026,1,소프트웨어학과,통계분석,41,이종욱,3,false,전공심화,Tue 12:00-13:15;Thu 13:30-14:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.5,1.16,5.0,3.34
SFC4001,2026,1,소프트웨어학과,스마트팩토리캡스톤디자인1,41,정종필,3,false,전공(대학원),Tue 18:00-19:15;Tue 19:30-20:45,자연과학캠퍼스,26515,,SKKU kingoinfo 학사-전공과목,2.63,1.64,1.4,4.13
SSE2026,2026,1,소프트웨어학과,기초전기회로1,41,공배선,3,false,전공심화,Tue 13:30-14:45;Thu 12:00-13:15,자연과학캠퍼스,400126,,SKKU kingoinfo 학사-전공과목,3.98,3.46,4.72,3.12
SSE3061,2026,1,소프트웨어학과,디지털시스템설계,41,김율화,3,false,전공심화,Mon 10:30-11:45;Wed 09:00-10:15,자연과학캠퍼스,400118,,SKKU kingoinfo 학사-전공과목,3.0,3.0,3.0,3.0
SWE2001,2026,1,소프트웨어학과,시스템프로그램,41,우홍욱,3,true,전공코어,Mon 10:30-11:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.7,2.88,4.8,4.62
SWE2001,2026,1,소프트웨어학과,시스템프로그램,42,최형기,3,true,전공코어,Mon 10:30-11:45;Wed 09:00-10:15,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.08,2.3,4.78,2.9
SWE2001,2026,1,소프트웨어학과,시스템프로그램,43,엄영익,3,true,전공코어,Thu 13:30-14:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.69,2.72,4.46,3.42
SWE2015,2026,1,소프트웨어학과,자료구조개론,41,이한국,3,true,전공코어,Mon 09:00-10:15;Wed 10:30-11:45,자연과학캠퍼스,26515,,SKKU kingoinfo 학사-전공과목,4.62,2.92,4.8,4.04
SWE2015,2026,1,소프트웨어학과,자료구조개론,42,염익준,3,true,전공코어,Wed 09:00-10:15;Wed 10:30-11:45,자연과학캠퍼스,,,SKKU kingoinfo 학사-전공과목,4.34,2.74,4.86,4.02
SWE2016,2026,1,소프트웨어학과,알고리즘개론,41,허재필,3,true,전공코어,Mon 12:00-13:15,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.62,2.66,4.78,3.8
SWE2016,2026,1,소프트웨어학과,알고리즘개론,42,허재필,3,true,전공코어,Mon 13:30-14:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.62,2.66,4.78,3.8
SWE2020,2026,1,소프트웨어학과,컴퓨터개론,41,최정환,2,false,전공심화,Mon 13:00-13:50;Mon 14:00-14:50,자연과학캠퍼스,400126,,SKKU kingoinfo 학사-전공과목,3.13,3.0,3.0,3.0
SWE2021,2026,1,소프트웨어학과,오픈소스소프트웨어실습,41,박진영,2,false,실험실습,Wed 18:00-18:50;Wed 19:00-19:50;Wed 20:00-20:50;Wed 21:00-21:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.39,2.94,4.88,4.16
SWE2023,2026,1,소프트웨어학과,JAVA프로그래밍실습,42,한환수,2,false,실험실습,Tue 18:00-18:50;Tue 19:00-19:50;Tue 20:00-20:50;Tue 21:00-21:45,자연과학캠퍼스,85613,,SKKU kingoinfo 학사-전공과목,3.44,2.6,2.92,3.32
SWE2024,2026,1,소프트웨어학과,시스템프로그래밍실습,41,한환수,2,false,실험실습,Wed 18:00-18:50;Wed 19:00-19:50;Wed 20:00-20:50;Wed 21:00-21:45,자연과학캠퍼스,26312,,SKKU kingoinfo 학사-전공과목,4.0,1.82,4.92,3.08
SWE2026,2026,1,소프트웨어학과,문제해결,41,조재민,3,false,전공심화,Thu 10:30-11:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.88,3.44,4.8,4.26
SWE2026,2026,1,소프트웨어학과,문제해결,42,이한국,3,false,전공심화,Tue 15:00-16:15,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.83,3.0,3.0,3.0
SWE2028,2026,1,소프트웨어학과,산학협력프로젝트,41,우홍욱,1,false,전공심화,,자연과학캠퍼스,,,SKKU kingoinfo 학사-전공과목,5.0,3.0,3.0,3.0
SWE3002,2026,1,소프트웨어학과,소프트웨어공학개론,41,이은석,3,true,전공코어,Fri 15:00-16:15,자연과학캠퍼스,85613,,SKKU kingoinfo 학사-전공과목,2.96,1.44,1.46,3.24
SWE3002,2026,1,소프트웨어학과,소프트웨어공학개론,42,차수영,3,true,전공코어,Tue 10:30-11:45;Thu 09:00-10:15,자연과학캠퍼스,,,SKKU kingoinfo 학사-전공과목,3.86,2.3,1.64,3.48
SWE3003,2026,1,소프트웨어학과,데이터베이스개론,41,남범석,3,true,전공코어,Mon 12:00-13:15;Wed 13:30-14:45,자연과학캠퍼스,26515,,SKKU kingoinfo 학사-전공과목,4.37,2.76,4.9,4.16
SWE3003,2026,1,소프트웨어학과,데이터베이스개론,42,김응모,3,true,전공코어,Fri 09:00-10:15;Fri 10:30-11:45,자연과학캠퍼스,,,SKKU kingoinfo 학사-전공과목,3.98,4.58,4.84,2.74
SWE3004,2026,1,소프트웨어학과,운영체제,41,서의성,3,true,전공코어,Tue 15:00-16:15;Thu 16:30-17:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.68,1.6,4.92,3.56
SWE3004,2026,1,소프트웨어학과,운영체제,42,서의성,3,true,전공코어,Tue 12:00-13:15;Thu 13:30-14:45,자연과학캠퍼스,85613,,SKKU kingoinfo 학사-전공과목,4.68,1.6,4.92,3.56
SWE3004,2026,1,소프트웨어학과,운영체제,43,서의성,3,true,전공코어,Tue 13:30-14:45;Thu 12:00-13:15,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.68,1.6,4.92,3.56
SWE3005,2026,1,소프트웨어학과,컴퓨터구조개론,41,민동문,3,true,전공코어,Tue 13:30-14:45;Thu 12:00-13:15,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.89,2.98,4.06,3.83
SWE3005,2026,1,소프트웨어학과,컴퓨터구조개론,42,민동문,3,true,전공코어,Tue 10:30-11:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.89,2.98,4.06,3.83
SWE3006,2026,1,소프트웨어학과,프로그래밍언어,41,황성재,3,true,전공코어,Wed 12:00-13:15,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.76,2.62,4.9,4.32
SWE3006,2026,1,소프트웨어학과,프로그래밍언어,42,한환수,3,true,전공코어,Thu 15:00-16:15,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.25,2.72,4.86,3.62
SWE3008,2026,1,소프트웨어학과,컴퓨터그래픽스개론,41,이성길,3,false,전공심화,Tue 16:30-17:45,자연과학캠퍼스,26312,,SKKU kingoinfo 학사-전공과목,4.47,2.18,4.21,3.81
SWE3011,2026,1,소프트웨어학과,인공지능개론,41,박진영,3,true,전공코어,Wed 15:00-16:15,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,2.84,2.62,3.3,3.3
SWE3011,2026,1,소프트웨어학과,인공지능개론,42,박호건,3,true,전공코어,Thu 10:30-11:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,3.11,2.38,4.49,2.64
SWE3022,2026,1,소프트웨어학과,컴퓨터네트웍개론,41,추현승,3,true,전공코어,Mon 10:30-11:45,자연과학캠퍼스,26312,,SKKU kingoinfo 학사-전공과목,3.24,2.05,4.84,3.12
SWE3023,2026,1,소프트웨어학과,소프트웨어특강1,41,이선재,3,false,전공심화,Mon 09:00-10:15;Wed 10:30-11:45,자연과학캠퍼스,85613,,SKKU kingoinfo 학사-전공과목,4.0,3.0,3.0,3.0
SWE3025,2026,1,소프트웨어학과,정보보호개론,41,구형준,3,false,전공심화,Thu 16:30-17:45,자연과학캠퍼스,26312,,SKKU kingoinfo 학사-전공과목,3.89,2.9,4.94,3.28
SWE3026,2026,1,소프트웨어학과,확률과랜덤프로세스,41,우사이먼성일,3,false,전공심화,Mon 13:30-14:45,자연과학캠퍼스,400112,,SKKU kingoinfo 학사-전공과목,2.03,3.4,4.94,3.2
SWE3028,2026,1,소프트웨어학과,캡스톤설계프로젝트,41,아에스아부하메드타메르,3,false,전공심화,Fri 12:00-13:15;Fri 13:30-14:45,자연과학캠퍼스,85718,,SKKU kingoinfo 학사-전공과목,5.0,3.0,3.0,3.0
SWE3031,2026,1,소프트웨어학과,네트워크프로젝트,41,염익준,2,false,실험실습,Tue 18:00-18:50;Tue 19:00-19:50;Tue 20:00-20:50;Tue 21:00-21:45,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.56,2.6,4.22,4.03
SWE3032,2026,1,소프트웨어학과,인공지능프로젝트,41,박호건,2,false,실험실습,Mon 18:00-18:50;Mon 19:00-19:50;Mon 20:00-20:50;Mon 21:00-21:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,3.81,2.6,1.85,3.6
SWE3042,2026,1,소프트웨어학과,소프트웨어연구학점1,52,이장원,2,false,전공심화,,자연과학캠퍼스,,,SKKU kingoinfo 학사-전공과목,3.0,3.0,3.0,3.0
SWE3043,2026,1,소프트웨어학과,소프트웨어연구학점2,44,이장원,2,false,전공심화,,자연과학캠퍼스,,,SKKU kingoinfo 학사-전공과목,3.0,3.0,3.0,3.0
SWE3047,2026,1,소프트웨어학과,모바일앱프로그래밍실습,41,염익준,2,false,실험실습,Wed 18:00-18:50;Wed 19:00-19:50;Wed 20:00-20:50;Wed 21:00-21:45,자연과학캠퍼스,85613,,SKKU kingoinfo 학사-전공과목,4.57,2.54,4.78,4.0
SWE3050,2026,1,소프트웨어학과,기계학습원론,41,아에스아부하메드타메르,3,true,전공코어,Wed 15:00-16:15,자연과학캠퍼스,85702,,SKKU kingoinfo 학사-전공과목,4.17,3.0,3.0,3.0
SWE3050,2026,1,소프트웨어학과,기계학습원론,42,이지형,3,true,전공코어,Tue 10:30-11:45,자연과학캠퍼스,26310,,SKKU kingoinfo 학사-전공과목,4.62,2.22,4.82,3.22
SWE3050,2026,1,소프트웨어학과,기계학습원론,43,조재민,3,true,전공코어,Thu 15:00-16:15,자연과학캠퍼스,85602,,SKKU kingoinfo 학사-전공과목,4.8,3.28,5.0,3.54
SWE3052,2026,1,소프트웨어학과,심층신경망개론,41,박호건,3,false,전공심화,Tue 13:30-14:45,자연과학캠퍼스,26312,,SKKU kingoinfo 학사-전공과목,3.5,2.36,4.36,3.0
GEDI010,2026,1,GEDI,경제학입문,41,정해연,3,false,교양,Mon 10:30-11:45,자연과학,21534,,gls,,,,
GEDB020,2026,1,GEDB,고급미분적분학1,41,김현수,3,false,교양,Fri 12:00-13:15,자연과학,61209,,gls,,,,
GEDB004,2026,1,GEDB,공학수학1,41,최문택,3,false,교양,Wed 15:00-16:15,자연과학,23114,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,41,이종락,3,false,교양,Mon 09:00-10:15;Wed 10:30-11:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,42,정민교,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,43,배종식,3,false,교양,Mon 12:00-13:15;Wed 13:30-14:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,44,오세진,3,false,교양,Mon 13:30-14:45;Wed 12:00-13:15,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,45,김창헌,3,false,교양,Mon 15:00-16:15;Wed 16:30-17:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,46,김현수,3,false,교양,Mon 16:30-17:45,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,47,천창범,3,false,교양,Tue 09:00-10:15;Thu 10:30-11:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,48,권순학,3,false,교양,Tue 10:30-11:45;Thu 09:00-10:15,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,49,황진미,3,false,교양,Thu 13:30-14:45,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,50,황진미,3,false,교양,Thu 12:00-13:15,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,51,박배준,3,false,교양,Tue 15:00-16:15;Thu 16:30-17:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,52,신보미,3,false,교양,Thu 15:00-16:15,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,53,서이혁,3,false,교양,Fri 09:00-10:15;Fri 10:30-11:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,54,정필규,3,false,교양,Fri 12:00-13:15;Fri 13:30-14:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,55,김현수,3,false,교양,Fri 15:00-16:15,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,56,안재영,3,false,교양,Mon 09:00-10:15;Wed 10:30-11:45,자연과학,31316,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,57,오세진,3,false,교양,Mon 10:30-11:45;Wed 09:00-10:15,자연과학,51356,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,58,윤석배,3,false,교양,Mon 12:00-13:15;Wed 13:30-14:45,자연과학,,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,59,허정규,3,false,교양,Wed 12:00-13:15,자연과학,61209,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,60,허정규,3,false,교양,Wed 16:30-17:45,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,61,안재영,3,false,교양,Mon 16:30-17:45;Wed 15:00-16:15,자연과학,36207,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,62,이영수,3,false,교양,Tue 09:00-10:15;Thu 10:30-11:45,자연과학,36207,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,65,신보미,3,false,교양,Thu 16:30-17:45,자연과학,32255,,gls,,,,
GEDB001,2026,1,GEDB,미분적분학1,66,설한국,3,false,교양,Mon 12:00-13:15;Wed 13:30-14:45,자연과학,61304A,,gls,,,,
GEDB002,2026,1,GEDB,미분적분학2,41,박정형,3,false,교양,Fri 15:00-16:15;Fri 16:30-17:45,자연과학,,,gls,,,,
GEDB031,2026,1,GEDB,미분적분학실습1,41,정윤모,1,false,교양,Mon 09:00-10:50,자연과학,51152,,gls,,,,
GEDB031,2026,1,GEDB,미분적분학실습1,42,정윤모,1,false,교양,Wed 12:00-13:50,자연과학,62355,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,41,윤환수,3,false,교양,Thu 10:30-11:45,자연과학,61209,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,42,존아임스,3,false,교양,Tue 10:30-11:45;Thu 09:00-10:15,자연과학,,,gls,,,,
GEDB016,2026,1,GEDB,생명과학1,43,정수명,3,false,교양,Tue 12:00-13:15,자연과학,32255,,gls,,,,
